date,v001,v002,v003,v004,v000,average_c,average_k
2024-01-23,0.007357652242216436,0.5220245395003432,0.029327603118988785,0.2813187960933086,0.15997140904514295,1.0,1.683101187943542
2024-01-24,0.00661859342696701,0.538111821631394,0.026381714552679503,0.2899882253999316,0.13889964498902785,0.9999999999999999,1.7034755827160837
2024-01-25,0.005932465022520036,0.5524968202254349,0.02364680661304792,0.2977402948527448,0.12018361328625238,1.0,1.7216763402131854
2024-01-26,0.005300631084770009,0.5652752005436618,0.021128316427127068,0.3046265584191794,0.10366929352526177,1.0,1.7378286553139608
2024-01-27,0.004722899391935359,0.5765610773909249,0.01882547779886213,0.31070851251767506,0.08918203290060256,1.0,1.7520805924434752
2024-01-28,0.0041978744039060725,0.5864787926553235,0.01673272810513152,0.3160531649373628,0.0765374398982761,1.0,1.7645926545336763
2024-01-29,0.0037232801823428186,0.5951563256988064,0.014840995455318268,0.32072948370044047,0.06554991496309204,0.9999999999999999,1.7755294514920574
2024-01-30,0.0032962400933586604,0.6027202932142007,0.013138813586247996,0.3248057024873127,0.05603895061887987,0.9999999999999999,1.7850534026003249
2024-01-31,0.002913508442216315,0.6092923675019328,0.011613245158132585,0.3283473904474807,0.047833488450237605,1.0,1.7933202473082015
2024-02-01,0.002571654866331188,0.6149868992142408,0.010250616745112351,0.33141617109743826,0.04077465807687741,1.0,1.8004760871449963
2024-02-02,0.002267205705018534,0.619909499230649,0.009037082335092888,0.33406895809398507,0.034717254635254546,1.0,1.806655643090736
2024-02-03,0.0019967480899312023,0.624156355984739,0.007959038234248011,0.33635758734192217,0.02953027034915956,1.0,1.811981441942324
2024-02-04,0.0017570030540868071,0.627814093212603,0.007003414479614824,0.3383287403347551,0.025096748918940426,1.0,1.8165636828061686
2024-02-05,0.0015448737846889722,0.6309600052332954,0.006157867174847583,0.34002407094722736,0.02131318285994066,1.0,1.8205005764673132
2024-02-06,0.0013574745266654294,0.6336625405531835,0.005410893699725604,0.34148046604949256,0.018088625170932904,1.0,1.8238789936936008
2024-02-07,0.0011921448572534388,0.6359819351563228,0.0047518896086532255,0.34273038678702167,0.015343643590748801,0.9999999999999999,1.8267752976832456
2024-02-08,0.0010464532364627209,0.6379709225636491,0.004171162782805686,0.34380225123118996,0.013009210185892517,0.9999999999999999,1.8292562686957516
2024-02-09,0.0009181929661877506,0.639675468694675,0.0036599173231500097,0.3447208303959256,0.011025590620061698,1.0,1.83138005557368
2024-02-10,0.0008053730071922323,0.641135495973528,0.003210216946943533,0.34550763845813565,0.009341275614200617,1.0,1.8331971096927655
2024-02-11,0.0007062055246429012,0.6423855736452173,0.00281493534422947,0.34618130476884074,0.007911980717069556,0.9999999999999999,1.834751072737254
2024-02-12,0.0006190915593047016,0.6434555604927267,0.0024676990632183917,0.34675792021313584,0.006699728671614391,0.9999999999999999,1.8360796013454534
2024-02-13,0.0005426058430310741,0.6443711927752025,0.002162826984829865,0.3472513540498227,0.005672020347113893,1.0,1.837215120015117
2024-02-14,0.0004754814812817454,0.6451546148311866,0.0018952692672057007,0.34767353985325883,0.004801094567067121,1.0,1.8381854994556257
2024-02-15,0.00041659499857736354,0.6458248528936732,0.0016605477368895213,0.3480347308520866,0.004063273518773336,1.0,1.839014661444587
2024-02-16,0.0003649520719521288,0.6463982346457858,0.0014546990223664642,0.3483437260276018,0.0034383882322938097,1.0,1.8397231137007362
2024-02-17,0.0003196741510324802,0.6468887582210323,0.001274221221694494,0.34860806896783175,0.0029092774384089637,1.0,1.8403284197226244
2024-02-18,0.0002799860715806812,0.6473084149590645,0.0011160245300869786,0.3488342218004719,0.0024613526387959883,1.0,1.8408456092664796
2024-02-19,0.0002452047041350166,0.6476674704458202,0.0009773859933905388,0.34902771664529564,0.0020822222113585642,0.9999999999999999,1.8412875353740055
2024-02-20,0.0002147286342719588,0.6479747083275272,0.0008559083736082415,0.34919328700541474,0.0017613676591777816,1.0,1.8416651837781055
2024-02-21,0.00018802884089953804,0.6482376411865689,0.0007494829925753543,0.34933498140819086,0.0014898655717653364,1.0,1.841987940231737
2024-02-22,0.0001646403198990739,0.6484626924709623,0.0006562563437938243,0.34945626144695174,0.0012601494183930306,1.0,1.8422638209070203
2024-02-23,0.0001441545893225993,0.6486553531248233,0.0005746002181479082,0.34956008618908097,0.0010658058786252589,1.0,1.8424996705566716
2024-02-24,0.00012621300692119047,0.6488203162062349,0.0005030850675709299,0.3496489847215274,0.000901400997745605,1.0,1.8427013326572772
2024-02-25,0.00011050082929921906,0.6489615924219682,0.0004404563248330939,0.3497251184124162,0.0007623320114833465,1.0,1.842873795289286
2024-02-26,9.674194318269381e-5,0.6490826091683182,0.0003856134023761796,0.3497903342841124,0.0006447012020105447,1.0,1.843021316067647
2024-02-27,8.469420221985543e-5,0.6491862953512968,0.0003375911047998987,0.34984621072278504,0.0005452086188983962,1.0,1.8431475290286559
2024-02-28,7.414530672185377e-5,0.6492751539711666,0.00029554320550751747,0.34989409659418164,0.0004610609224222628,0.9999999999999999,1.8432555360070157
2024-02-29,6.490916831818865e-5,0.6493513241970119,0.00025872795622181017,0.34993514469558584,0.00038989398286226606,1.0,1.843347984703584
2024-03-01,5.682270630804699e-5,0.6494166344262299,0.00022649531724093147,0.349970340349556,0.00032970720066516357,1.0,1.8434271353478977
2024-03-02,4.9743027303996745e-5,0.6494726476200773,0.00019827571549768894,0.3500005258352299,0.0002788078018911566,1.0,1.8434949175983253
2024-03-03,4.354494443607614e-5,0.649520700027734,0.00017357015610661056,0.35002642125670613,0.00023576361501720378,1.0,1.8435529790939456
2024-03-04,3.811879681596686e-5,0.6495619342554536,0.00015194153074775936,0.3500486423639957,0.00019936305298706714,1.0,1.843602726872891
2024-03-05,3.336853409679095e-5,0.6495973275020093,0.00013300698272175046,0.3500677157690895,0.00016858121208263022,0.9999999999999999,1.843645362699
2024-03-06,2.921003477657627e-5,0.6496277156644278,0.00011643120370707093,0.35008409193653023,0.00014255116055827965,0.9999999999999999,1.843681913189084
2024-03-07,2.5569630374582542e-5,0.6496538139168809,0.00010192055112665897,0.3500981562733665,0.00012053962825131492,1.0,1.8437132555042024
2024-03-08,2.2382810764558304e-5,0.6496762342785036,8.921788760604022e-5,0.3501102385964421,0.0001019264266836073,0.9999999999999999,1.8437401392574526
2024-03-09,1.9593088791151633e-5,0.6496955006110744,7.80980553341433e-5,0.3501206212146407,8.618703015961238e-5,1.0,1.8437632051955861
2024-03-10,1.715100484380262e-5,0.6497120614232781,6.836390829466182e-5,0.35012954582909656,7.287783448695073e-5,1.0,1.843783001130141
2024-03-11,1.5013254337962343e-5,0.6497263008032573,5.9842834406041244e-5,0.3501372194247415,6.162368325712819e-5,1.0,1.8437999955239452
2024-03-12,1.3141923079025743e-5,0.6497385477540658,5.23837076819821e-5,0.35014381930117755,5.210731399563073e-5,1.0,1.843814589079091
2024-03-13,1.1503817282595128e-5,0.6497490841663682,4.585421769209371e-5,0.3501494973691604,4.406042949667288e-5,0.9999999999999999,1.8438271246214546
2024-03-14,1.0069876617588665e-5,0.649758151628328,4.013852995162232e-5,0.35015438382044595,3.7256144656883095e-5,1.0,1.8438378955332755
2024-03-15,8.814660047117767e-6,0.6497659572432332,3.513523648309883e-5,0.35015859026290563,3.150259733097904e-5,1.0,1.8438471529481049
2024-03-16,7.715895485425895e-6,0.6497726786003329,3.075556074881846e-5,0.3501622123993079,2.663754412490782e-5,1.0,1.8438551118907718
2024-03-17,6.75408538542633e-6,0.649778468022957,2.6921785522697573e-5,0.3501653323166287,2.252378950617917e-5,1.0,1.843861956517956
2024-03-18,5.9121613368539586e-6,0.6497834561997342,2.356587611844655e-5,0.35016802044291295,1.904531989760372e-5,1.0,1.843867844591949
2024-03-19,5.175181604572643e-6,0.6497877552891569,2.0628274777210293e-5,0.3501703372203232,1.6104034138098022e-5,1.0,1.843872911300549
2024-03-20,4.530066283500702e-6,0.6497914615744701,1.8056844995055004e-5,0.35017233453585805,1.361697839330489e-5,1.0,1.8438772725193284
2024-03-21,3.965365402893037e-6,0.6497946577345411,1.580594718659646e-5,0.350174056945123,1.1514007746349364e-5,0.9999999999999999,1.8438810275982718
2024-03-22,3.471055889028914e-6,0.6497974147867204,1.3835629378238047e-5,0.3501755427193367,9.735808675581659e-6,0.9999999999999999,1.8438842617426552
2024-03-23,3.0383638012038083e-6,0.6497997937494818,1.2110918640803325e-5,0.35017682474132883,8.232226747284521e-6,1.0,1.8438870480477259
2024-03-24,2.659608699748328e-6,0.6498018470656168,1.0601200740432366e-5,0.3501779312724961,6.9608524468911526e-6,1.0,1.8438894492379119
2024-03-25,2.3280673940694464e-6,0.649803619820778,9.279677038250365e-6,0.3501788866094774,5.885825312357262e-6,1.0,1.8438915191538516
2024-03-26,2.03785466003507e-6,0.6498051507870762,8.122889029841734e-6,0.35017971164654627,4.976822687630111e-6,1.0,1.8438933040241055
2024-03-27,1.783818815233856e-6,0.6498064733170877,7.110302108217577e-6,0.35018042435739105,4.208204597788701e-6,1.0,1.843894843553009
2024-03-28,1.561450302879311e-6,0.6498076161099151,6.223941179241475e-6,0.3501810402079462,3.5582906565689854e-6,1.0,1.8438961718514877
2024-03-29,1.3668016649180195e-6,0.6498086038678031,5.448071674424973e-6,0.35018157251024007,3.0087486173613343e-6,1.0,1.8438973182337082
2024-03-30,1.1964174862301401e-6,0.6498094578590942,4.768920308498538e-6,0.3501820327257736,2.54407733746298e-6,1.0,1.8438983078990925
2024-03-31,1.0472730681782723e-6,0.649810196401024,4.174430632166666e-6,0.3501824307256965,2.1511695791343044e-6,1.0,1.8438991625163366
